city,name,country,regime,service,n_facilities,pop_median_time_min,pop_mean_time_min,pop_share_beyond_15min,pop_share_beyond_30min,pop_service_deprived_share,unreachable_pop_share
turku,Turku,FI,emergency,ambulance_station,1.0,13.0,16.06295619806678,0.4190476535477323,0.1157065807535072,0.0046598224076726,0.0103862042662311
vasteras,Västerås,SE,emergency,ambulance_station,2.0,9.0,11.243999855089672,0.2395037663077833,0.0108894047743078,6.479674697330593e-08,0.0001051565213188
vicenza,Vicenza,IT,emergency,ambulance_station,1.0,17.0,18.49956243756544,0.5762615770517503,0.1016912125237768,0.0,0.0
vilnius,Vilnius,LT,emergency,ambulance_station,4.0,15.0,19.13972367645637,0.5390401682391708,0.2618662730234278,0.0568809881231759,0.0408371602762756
warszawa,Warszawa,PL,emergency,ambulance_station,13.0,13.0,16.566167328241367,0.4187292213216364,0.1441324312482701,0.0117303510484169,0.0039568237154788
wroclaw,Wrocław,PL,emergency,ambulance_station,10.0,9.0,11.366096400722723,0.2413512867209876,0.0159716489204843,2.389004680384495e-06,5.032420538371682e-06
zagreb,Zagreb,HR,emergency,ambulance_station,7.0,13.0,16.699830041238872,0.3866730282043165,0.1421474093390074,0.0025885087290021,0.0004933468398991
aalborg,Aalborg,DK,emergency,emergency_dept_hospital,1.0,17.0,19.27277318048409,0.5442163270197298,0.1747458329474326,0.0030417752737684,0.0048790226454677
aarhus,Aarhus,DK,emergency,emergency_dept_hospital,1.0,18.0,20.82250034827797,0.6185542555342257,0.1592131897804623,0.0005279927917396,9.747682019448447e-05
alicante,Alicante,ES,emergency,emergency_dept_hospital,6.0,11.0,13.49746875965948,0.2804333939410794,0.038251673818174,0.0002302841106153,0.0
amersfoort,Amersfoort,NL,emergency,emergency_dept_hospital,2.0,10.0,11.458732452777708,0.2197308368456887,0.0001390029870389,0.0,3.576247142572889e-06
amsterdam,Amsterdam,NL,emergency,emergency_dept_hospital,12.0,12.0,12.579523865780446,0.2747886263875639,0.0034450107456552,0.0003552956212691,0.0001947696890257
antwerpen,Antwerpen,BE,emergency,emergency_dept_hospital,12.0,10.0,11.869809317871354,0.2520837837031843,0.0051988529857793,0.0002837619754585,0.0
apeldoorn,Apeldoorn,NL,emergency,emergency_dept_hospital,1.0,17.0,17.594873734371014,0.5703496872575708,0.0106219195513901,0.000182074376377,5.107407344433736e-05
arezzo,Arezzo,IT,emergency,emergency_dept_hospital,2.0,12.0,13.81431205865092,0.3969075520878412,0.0249145338858423,0.0,0.0
athina,Athina,EL,emergency,emergency_dept_hospital,12.0,9.0,11.031216434198498,0.1444221634901294,0.0314467871447514,0.0,0.0003269286847008
barcelona,Barcelona,ES,emergency,emergency_dept_hospital,40.0,9.0,10.925288060782696,0.2379804231512543,0.0113369575114116,0.0005211610792832,0.0038177121074459
berlin,Berlin,DE,emergency,emergency_dept_hospital,39.0,9.0,11.667410849186284,0.2099283289035114,0.0397138534977427,0.0003110515424652,6.579825546634008e-05
bilbao,Bilbao,ES,emergency,emergency_dept_hospital,4.0,15.0,16.689054144674742,0.4608700517700236,0.1056679788909018,0.0011339610461197,3.761587329364424e-06
braila,Brăila,RO,emergency,emergency_dept_hospital,2.0,8.0,13.387308374375383,0.2413963052006361,0.1280498100909579,0.0,0.0005981650437556
bratislava,Bratislava,SK,emergency,emergency_dept_hospital,2.0,19.0,20.858208739460395,0.698529355784366,0.1680736397313173,0.0013357832515758,8.834990078709413e-05
brno,Brno,CZ,emergency,emergency_dept_hospital,4.0,13.0,14.855311485723128,0.3965235985852464,0.0607710538067551,1.7706129650997945e-05,0.0
bruxelles,Bruxelles,BE,emergency,emergency_dept_hospital,34.0,10.0,11.520860195292052,0.2425573677527532,0.0064511228567435,0.0003109973377673,9.721616120157184e-05
bucuresti,București,RO,emergency,emergency_dept_hospital,32.0,8.0,13.36448966161626,0.2868259633619225,0.1557749689492382,0.0172628577882217,0.0138212152767958
budapest,Budapest,HU,emergency,emergency_dept_hospital,9.0,14.0,16.237601619474205,0.4201437316993659,0.1082071426723802,0.0018888997624976,0.0004442526655318
caserta,Caserta,IT,emergency,emergency_dept_hospital,6.0,8.0,8.832472522243208,0.0564620989714626,0.0019846587043997,0.0,0.0
chemnitz,Chemnitz,DE,emergency,emergency_dept_hospital,3.0,13.0,13.916326847908287,0.3527161765175367,0.0046903440670205,0.0014440677330805,0.0
cosenza,Cosenza,IT,emergency,emergency_dept_hospital,3.0,14.0,15.464209068702976,0.462446868811102,0.0686073770090026,6.466586282843776e-05,0.0007212551675557
goteborg,Göteborg,SE,emergency,emergency_dept_hospital,7.0,15.0,16.026290964860127,0.4813099273301342,0.0820338321089351,0.0151427011254698,0.0022224258033794
grenoble,Grenoble,FR,emergency,emergency_dept_hospital,5.0,12.0,15.543994224625427,0.4270870902672222,0.0906443116961248,1.5205526102595868e-05,0.0002906792434966
hamburg,Hamburg,DE,emergency,emergency_dept_hospital,27.0,11.0,12.37098463323909,0.270800483326552,0.021606356440121,0.0001335966343569,0.0017298342956215
helsingborg,Helsingborg,SE,emergency,emergency_dept_hospital,2.0,12.0,13.166079655263196,0.3826491246079318,0.0050266905690949,0.0,0.0
helsinki,Helsinki,FI,emergency,emergency_dept_hospital,11.0,15.0,16.277573060655637,0.4857545639808651,0.0481962747543978,0.0015835626501433,0.0026568861195763
jaen,Jaén,ES,emergency,emergency_dept_hospital,4.0,7.0,9.9689224830303,0.2522357684712514,0.0058861782653412,0.0,0.0005149201470868
katowice,Katowice,PL,emergency,emergency_dept_hospital,2.0,19.0,19.189151263409904,0.6802429942774965,0.0558028914428454,9.145427961401584e-05,0.0002534428821402
kobenhavn,København,DK,emergency,emergency_dept_hospital,22.0,9.0,10.398830668369504,0.1834890767200595,0.0120008391213774,0.0003175102256378,9.409472397769646e-05
koeln,Köln,DE,emergency,emergency_dept_hospital,23.0,11.0,11.793272215655888,0.229168892917209,0.0066036406931539,0.0011087200472935,0.0002092671147314
krakow,Kraków,PL,emergency,emergency_dept_hospital,8.0,13.0,17.89103975727949,0.4297798666738188,0.2105291580534986,6.593290655523115e-06,4.00606884883627e-07
lahti,Lahti,FI,emergency,emergency_dept_hospital,1.0,18.0,21.4330620761837,0.6116580015876801,0.2218960570349895,0.0001565257321724,0.0008976520556464
landshut,Landshut,DE,emergency,emergency_dept_hospital,3.0,11.0,12.589885509054374,0.2879944721554698,0.0039542572763032,0.0,0.0
lisboa,Lisboa,PT,emergency,emergency_dept_hospital,20.0,11.0,12.149797414909392,0.2206786919649435,0.029731041674008,8.918075308135773e-06,2.4896942753291737e-05
ljubljana,Ljubljana,SI,emergency,emergency_dept_hospital,10.0,13.0,17.65791674280386,0.4537881573167607,0.2105128991449736,0.0273517223224854,0.0008242001926261
lodz,Łódź,PL,emergency,emergency_dept_hospital,4.0,12.0,14.923834853753847,0.3361573126175618,0.0912160503733832,0.0001261188611503,0.0
lomza,Łomża,PL,emergency,emergency_dept_hospital,2.0,7.0,12.129552939335625,0.3095795008225876,0.0617384963243272,0.0,0.0
luxembourg,Luxembourg,LU,emergency,emergency_dept_hospital,1.0,18.0,21.18545746858105,0.6744188239665245,0.1874142713112283,0.0063397163895823,0.0001198844495118
madrid,Madrid,ES,emergency,emergency_dept_hospital,35.0,11.0,11.551910859603842,0.1782489149963664,0.0163530547746857,0.0001650289312899,0.0001414262031588
milano,Milano,IT,emergency,emergency_dept_hospital,43.0,11.0,11.793015602384065,0.2400020740990195,0.0081906964680755,3.438761369413926e-05,0.0
munchen,München,DE,emergency,emergency_dept_hospital,27.0,10.0,11.679270116776792,0.2675075773788777,0.0197801171590833,0.000767430414157,0.000369052645039
napoli,Napoli,IT,emergency,emergency_dept_hospital,23.0,10.0,10.902143623066824,0.1906382082983766,0.0052874620250644,0.0,0.0
norrkoping,Norrköping,SE,emergency,emergency_dept_hospital,1.0,14.0,18.271561568627718,0.4506810504784839,0.179788987723983,0.0031922834729644,0.0086530587245269
oslo,Oslo,NO,emergency,emergency_dept_hospital,8.0,15.0,19.24997863118621,0.5003102451393816,0.1852753885658533,0.0031078772530176,0.000722064923502
palermo,Palermo,IT,emergency,emergency_dept_hospital,2.0,13.0,16.430661253429957,0.3893002631777182,0.0742191438666234,8.754935476938124e-06,2.353952749810184e-06
palma_de_mallorca,Palma de Mallorca,ES,emergency,emergency_dept_hospital,4.0,12.0,14.760261901256856,0.3019956527841646,0.0610968705127356,0.0004482081649194,0.0001240564193465
paris,Paris,FR,emergency,emergency_dept_hospital,100.0,9.0,10.284114998722682,0.1501764496105155,0.0103773994796034,0.0001227691764903,0.00028082037673
porto,Porto,PT,emergency,emergency_dept_hospital,19.0,9.0,10.323116977096443,0.1587193607008745,0.0008075230907301,0.0,9.78175199907707e-05
praha,Praha,CZ,emergency,emergency_dept_hospital,10.0,13.0,15.551714800092498,0.3842318893562645,0.0912909720535975,0.0003560709049902,0.0003501534172989
riga,Rīga,LV,emergency,emergency_dept_hospital,6.0,16.0,21.75447292604741,0.5441478724182099,0.2998600820283533,0.0681313056622214,0.0101002097830844
roma,Roma,IT,emergency,emergency_dept_hospital,43.0,9.0,11.57973006667318,0.2290432324844984,0.0316999105455676,0.0004578470963745,0.0002464793215012
sittard_geleen,Sittard-Geleen,NL,emergency,emergency_dept_hospital,1.0,14.0,14.276666694121335,0.3723140242558469,0.0027620239193343,3.84148121461546e-05,5.650420199129408e-05
sofia,Sofia,BG,emergency,emergency_dept_hospital,11.0,9.0,11.826861493137116,0.2414685710066959,0.0499817027975919,0.0025238005266775,0.0040638430395907
stavanger,Stavanger,NO,emergency,emergency_dept_hospital,1.0,18.0,20.730211386422692,0.653877624244691,0.1837341364455209,0.0053866906853476,0.0023275570920877
stockholm,Stockholm,SE,emergency,emergency_dept_hospital,24.0,13.0,14.382113548315711,0.3429794402991873,0.0629050966450707,0.0032858539430671,0.0022773477825569
talavera_de_la_reina,Talavera de la Reina,ES,emergency,emergency_dept_hospital,1.0,11.0,12.719480818926211,0.289213352551273,0.0113320356889944,0.0,0.0002669232060958
tallinn,Tallinn,EE,emergency,emergency_dept_hospital,4.0,13.0,16.70017495916568,0.4092957364987142,0.1615822454803595,0.039124054312617,0.0096514305155998
toulon,Toulon,FR,emergency,emergency_dept_hospital,5.0,11.0,12.733264483487584,0.2810995992168585,0.0368385121892694,0.0008442572417862,0.0007117881025811
turku,Turku,FI,emergency,emergency_dept_hospital,1.0,14.0,16.809940782377247,0.4500119322664859,0.1242604420702061,0.0050207135858353,0.0103862042662311
vasteras,Västerås,SE,emergency,emergency_dept_hospital,1.0,13.0,16.736706003737595,0.3611014871992418,0.120163150402197,0.0007259901445743,0.0001051565213188
vicenza,Vicenza,IT,emergency,emergency_dept_hospital,15.0,8.0,9.209549113949594,0.168436256216767,0.0001399367009141,0.0,0.0
vilnius,Vilnius,LT,emergency,emergency_dept_hospital,7.0,11.0,16.773279873997236,0.4585251874530896,0.2942952079261625,0.1306628132655574,0.0408371602762756
warszawa,Warszawa,PL,emergency,emergency_dept_hospital,8.0,15.0,17.820646922075216,0.4964362934073101,0.1451664375250861,0.0083953535300503,0.0039568237154788
wroclaw,Wrocław,PL,emergency,emergency_dept_hospital,2.0,22.0,22.1342062556365,0.8064902930740324,0.1479174277948111,0.0010317436998751,5.032420538371682e-06
zagreb,Zagreb,HR,emergency,emergency_dept_hospital,7.0,13.0,19.437808095483305,0.4463217324219097,0.2373697277312148,0.0101364270175532,0.0004933468398991
zilina,Žilina,SK,emergency,emergency_dept_hospital,1.0,17.0,17.044447297586924,0.5364679607943778,0.0766308475627587,0.0,7.047339346332587e-05
aalborg,Aalborg,DK,everyday,gp,45.0,7.672753748219302,8.637363440897461,0.5289101019788244,0.4651233803447393,0.4583765867219929,0.0048790226454677
aarhus,Aarhus,DK,everyday,gp,52.0,7.0,8.529020493952942,0.6288181751525288,0.5601635749362759,0.5600658006088375,9.747682019448447e-05
alicante,Alicante,ES,everyday,gp,46.0,8.801411304098867,10.581113257956504,0.5518138179916504,0.4345953389132106,0.4180104412819727,0.0
amersfoort,Amersfoort,NL,everyday,gp,46.0,6.7068228483964765,7.604063796577399,0.1778879691860356,0.1006825790894394,0.0987815779897515,3.576247142572889e-06
amsterdam,Amsterdam,NL,everyday,gp,405.0,6.760251304169909,7.912330397360717,0.2301890622651431,0.1356502960333076,0.1346878253859532,0.0001947696890257
antwerpen,Antwerpen,BE,everyday,gp,185.0,7.726290986184184,8.707877321704123,0.3831519537769493,0.2851877937376835,0.2828770443980629,0.0
apeldoorn,Apeldoorn,NL,everyday,gp,40.0,8.716412512825915,9.338408336087934,0.3703867066342164,0.2316751986514414,0.2314775624214047,5.107407344433736e-05
arezzo,Arezzo,IT,everyday,gp,4.0,12.6190136706381,13.367239084227656,0.7551211424553401,0.5947495034709109,0.5911316441824412,0.0
athina,Athina,EL,everyday,gp,386.0,6.316373711546554,7.062016583551046,0.165870508984887,0.1042714386271221,0.1035290076407252,0.0003269286847008
barcelona,Barcelona,ES,everyday,gp,378.0,7.860797378148642,9.451500860021804,0.4718334415330402,0.3360065633997916,0.3242838999486329,0.0038177121074459
berlin,Berlin,DE,everyday,gp,2186.0,5.0192684534444485,6.335894954673085,0.1540544419985791,0.0747963504072686,0.0741184612080239,6.579825546634008e-05
bilbao,Bilbao,ES,everyday,gp,51.0,7.5,8.093194356936227,0.3793314703788731,0.3029929604497112,0.3025034509409186,3.761587329364424e-06
braila,Brăila,RO,everyday,gp,8.0,12.459090876227227,14.35746813950855,0.6454753596208883,0.4323834698587233,0.4074932854967317,0.0005981650437556
bratislava,Bratislava,SK,everyday,gp,314.0,6.77362565279836,8.182366748119863,0.3847816670223282,0.2830464110617766,0.278066236154755,8.834990078709413e-05
brno,Brno,CZ,everyday,gp,162.0,5.288837019734358,6.215552928797403,0.3370337722605023,0.3090466550217879,0.3090249440451452,0.0
bruxelles,Bruxelles,BE,everyday,gp,750.0,5.507340366722433,6.15046509115771,0.2295431596173226,0.2109393002315475,0.2107507211770047,9.721616120157184e-05
bucuresti,București,RO,everyday,gp,104.0,9.582860313046274,10.53212082156174,0.5458546763985027,0.4221213914301673,0.4030412935481806,0.0138212152767958
budapest,Budapest,HU,everyday,gp,640.0,5.69983791837724,6.500505188899826,0.1620168772002423,0.1241593630184686,0.1236769952947443,0.0004442526655318
caserta,Caserta,IT,everyday,gp,37.0,19.163863349444277,18.990775156438964,0.7697606895171885,0.4314979906111343,0.3473262969476341,0.0
chemnitz,Chemnitz,DE,everyday,gp,308.0,4.405460235098818,5.422661958950672,0.1518328609036154,0.1268876170552644,0.1266376676427166,0.0
cosenza,Cosenza,IT,everyday,gp,10.0,10.21234073417305,11.103764797254676,0.7229944015694131,0.6497291012302377,0.6448899731062085,0.0007212551675557
goteborg,Göteborg,SE,everyday,gp,18.0,14.395704137825184,15.094430945305282,0.8245152125229681,0.6870640711943427,0.6749677501115673,0.0022224258033794
grenoble,Grenoble,FR,everyday,gp,192.0,5.017639703963425,5.553063152097416,0.2306881320278299,0.2170001138003332,0.2167061974497739,0.0002906792434966
hamburg,Hamburg,DE,everyday,gp,1597.0,5.847634913995568,6.976319866868064,0.2481192937333561,0.1713042158454535,0.1689327438694954,0.0017298342956215
helsingborg,Helsingborg,SE,everyday,gp,2.0,17.0,16.910488269301318,0.9577845788464142,0.898766959561415,0.898336861105577,0.0
helsinki,Helsinki,FI,everyday,gp,32.0,14.8793189398915,15.568061937559222,0.8033628964452559,0.6382260206073962,0.614626093404593,0.0026568861195763
jaen,Jaén,ES,everyday,gp,14.0,5.5,7.9409925408766835,0.6177385493262267,0.5457792038742644,0.5402528030044532,0.0005149201470868
katowice,Katowice,PL,everyday,gp,321.0,6.060770189690439,6.950774017717047,0.1208258600801097,0.0580478967720039,0.0570121523332246,0.0002534428821402
kobenhavn,København,DK,everyday,gp,112.0,11.591648941146593,12.893565430695771,0.6003587435889451,0.4233350037223922,0.3976608259216168,9.409472397769646e-05
koeln,Köln,DE,everyday,gp,935.0,5.124624695213149,6.302757559052697,0.1869944365558403,0.1216044602073887,0.120619013832241,0.0002092671147314
krakow,Kraków,PL,everyday,gp,358.0,5.454398861116105,6.513466899292491,0.3058916500607322,0.2679877596932912,0.2679485412051133,4.00606884883627e-07
lahti,Lahti,FI,everyday,gp,5.0,12.5,14.070768119717265,0.8262655533317698,0.7259310233211557,0.7209361833231707,0.0008976520556464
landshut,Landshut,DE,everyday,gp,102.0,3.925009555271907,5.173253696063598,0.3025107888062783,0.2739373509980027,0.273929312723679,0.0
lisboa,Lisboa,PT,everyday,gp,93.0,11.0,11.987323928048973,0.6985922396449407,0.5648204114808967,0.5574683069466653,2.4896942753291737e-05
ljubljana,Ljubljana,SI,everyday,gp,38.0,11.509563691282333,12.13168091888937,0.715950069648721,0.6032900930988208,0.5936644061411487,0.0008242001926261
lodz,Łódź,PL,everyday,gp,227.0,6.225929003829332,7.359326370654132,0.2642389779536732,0.1864897168591209,0.186489690839913,0.0
lomza,Łomża,PL,everyday,gp,9.0,10.972654795180334,12.24937560257094,0.5988633834736111,0.4203352191138312,0.4195020008668963,0.0
luxembourg,Luxembourg,LU,everyday,gp,194.0,5.9779638410361775,7.830908314578125,0.4095473893974163,0.3222263554662168,0.3138936610300899,0.0001198844495118
madrid,Madrid,ES,everyday,gp,263.0,8.043085956591177,8.853036182046242,0.4334671874984221,0.3276360684302238,0.3274634850579544,0.0001414262031588
milano,Milano,IT,everyday,gp,328.0,10.076351377415609,11.180023274329876,0.4980361087394052,0.3296543920491574,0.3158622066680408,0.0
munchen,München,DE,everyday,gp,1792.0,3.370702289841166,4.672542307450224,0.1507751722401352,0.1173238752207252,0.1166603016668005,0.000369052645039
napoli,Napoli,IT,everyday,gp,47.0,14.61316068071719,16.169162275385187,0.7920666047913888,0.6311664927471657,0.5963909895833502,0.0
norrkoping,Norrköping,SE,everyday,gp,10.0,9.5,11.479492030434772,0.666454473933605,0.5508501335391107,0.5373951910132037,0.0086530587245269
oslo,Oslo,NO,everyday,gp,426.0,5.827881899588575,6.272024873203404,0.1605890291145561,0.1413874052243793,0.1404130456047594,0.000722064923502
palermo,Palermo,IT,everyday,gp,21.0,13.815218845211,14.849669825563012,0.717558559718768,0.5287031193768463,0.4944667844587774,2.353952749810184e-06
palma_de_mallorca,Palma de Mallorca,ES,everyday,gp,58.0,9.211706912949394,11.434919003410789,0.5652005343421088,0.4355027893613246,0.4083950182598244,0.0001240564193465
paris,Paris,FR,everyday,gp,1877.0,4.584607974813587,5.377465758609197,0.1685904647254121,0.1491600609209016,0.1488773481644693,0.00028082037673
porto,Porto,PT,everyday,gp,24.0,14.0,14.426031395562507,0.8356146510248251,0.7201817271391541,0.7133541088220442,9.78175199907707e-05
praha,Praha,CZ,everyday,gp,244.0,8.427157892986255,9.074585799070372,0.4182279820564245,0.3135290879435151,0.3130373837603111,0.0003501534172989
riga,Rīga,LV,everyday,gp,126.0,7.913499400452025,8.560483942096807,0.4595607272982865,0.3900882042025749,0.3794498326300479,0.0101002097830844
roma,Roma,IT,everyday,gp,97.0,10.269371807207367,11.303715940670855,0.6977162869730452,0.5846139401162062,0.5777449203516735,0.0002464793215012
sittard_geleen,Sittard-Geleen,NL,everyday,gp,17.0,11.888908005766837,13.120135333127484,0.5981560775061865,0.4045123750254408,0.3825113732012877,5.650420199129408e-05
sofia,Sofia,BG,everyday,gp,192.0,8.13359265542067,9.470648074299774,0.5123087867597741,0.3806931662846128,0.3739880513507179,0.0040638430395907
stavanger,Stavanger,NO,everyday,gp,88.0,7.5,8.314851629625998,0.2502111490596392,0.1503625620391143,0.1476799306185699,0.0023275570920877
stockholm,Stockholm,SE,everyday,gp,110.0,7.565909894904355,8.211375323740567,0.5190193447964699,0.4642052735729249,0.4617599687979354,0.0022773477825569
szeged,Szeged,HU,everyday,gp,75.0,4.5,5.585001979678918,0.295676307161376,0.2603902892698825,0.2603111623195673,7.912695031528352e-05
talavera_de_la_reina,Talavera de la Reina,ES,everyday,gp,2.0,13.0,13.65069346062688,0.5981477653500354,0.3958883964427739,0.3908992130917484,0.0002669232060958
tallinn,Tallinn,EE,everyday,gp,44.0,11.604471565836034,12.253031119081216,0.5728036926264904,0.3787540857265235,0.3652457767851568,0.0096514305155998
toulon,Toulon,FR,everyday,gp,89.0,8.641222925296468,9.342975204865052,0.3921521312920705,0.292516770793237,0.2891913090552272,0.0007117881025811
turku,Turku,FI,everyday,gp,21.0,10.199696136491456,10.763544944610404,0.7087230473116904,0.6170335584404887,0.6051271343246782,0.0103862042662311
vasteras,Västerås,SE,everyday,gp,4.0,14.980888262451352,14.838151734573248,0.8186381731009472,0.645178718918023,0.642869271079791,0.0001051565213188
vicenza,Vicenza,IT,everyday,gp,13.0,11.0,11.961993238399192,0.6359550593474621,0.4840175098087976,0.4801312166813923,0.0
vilnius,Vilnius,LT,everyday,gp,42.0,10.263740817416274,11.19891499238454,0.7200178518951417,0.6507581249159663,0.6018203318252587,0.0408371602762756
warszawa,Warszawa,PL,everyday,gp,917.0,4.6021968954700005,5.799863506329768,0.2603885683247253,0.2195876869468929,0.2151206859817636,0.0039568237154788
wroclaw,Wrocław,PL,everyday,gp,323.0,3.900406106874653,4.704886922688951,0.2075668771155855,0.191273218864459,0.1912466551356033,5.032420538371682e-06
zagreb,Zagreb,HR,everyday,gp,182.0,6.21698141264261,7.1947993660840925,0.4031222587411316,0.361784614640187,0.3611320419952852,0.0004933468398991
zilina,Žilina,SK,everyday,gp,25.0,6.1021766133843816,7.937380666462543,0.5902413004092565,0.5327671280675934,0.5324112631655479,7.047339346332587e-05
aalborg,Aalborg,DK,everyday,green_space_district,342.0,3.870161205395316,4.7751894113821765,0.2079085937311497,0.1980290300433677,0.1931500073978999,0.0048790226454677
aarhus,Aarhus,DK,everyday,green_space_district,898.0,2.866074380896384,3.690081193383473,0.0790709839299027,0.0697903445392986,0.0692991804490749,9.747682019448447e-05
alicante,Alicante,ES,everyday,green_space_district,916.0,1.748671221505001,3.325984248490155,0.1623046645368177,0.1410534500230745,0.1407293544072867,0.0
amersfoort,Amersfoort,NL,everyday,green_space_district,75.0,6.040304823490739,6.933974471051667,0.0967891439011318,0.0393028569345961,0.038554760289698,3.576247142572889e-06
amsterdam,Amsterdam,NL,everyday,green_space_district,937.0,5.699323387977528,6.28588944981235,0.0943936840965097,0.0686876581196058,0.0684740876806395,0.0001947696890257
antwerpen,Antwerpen,BE,everyday,green_space_district,636.0,4.97059621339959,5.775847447384871,0.1603612590301738,0.1334356777891777,0.1333681112079017,0.0
apeldoorn,Apeldoorn,NL,everyday,green_space_district,66.0,7.903957661551523,8.382988335042004,0.2641298619031064,0.1891481201897563,0.1890956702278548,5.107407344433736e-05
arezzo,Arezzo,IT,everyday,green_space_district,129.0,2.7431895082730144,4.136314982279593,0.2281631414443606,0.2089758666149842,0.2089758666149842,0.0
athina,Athina,EL,everyday,green_space_district,3084.0,0.5948633288819476,1.7445177010512305,0.0278173048588864,0.0247128485291316,0.0242212801471791,0.0003269286847008
barcelona,Barcelona,ES,everyday,green_space_district,4458.0,1.1210163583650727,2.448824190605396,0.0393353601994927,0.032299243898771,0.0283008333751671,0.0038177121074459
berlin,Berlin,DE,everyday,green_space_district,3845.0,3.1258765888082185,3.852308625880137,0.0450427300373078,0.0393174960431987,0.0392516977877323,6.579825546634008e-05
bilbao,Bilbao,ES,everyday,green_space_district,1168.0,0.9506742775516516,2.0842967530286183,0.0360032720571441,0.032128512864511,0.0320537541403513,3.761587329364424e-06
braila,Brăila,RO,everyday,green_space_district,22.0,8.342830132700357,8.969533647644642,0.3404299186579586,0.2594556420130089,0.255846385419874,0.0005981650437556
bratislava,Bratislava,SK,everyday,green_space_district,1008.0,4.095342451986325,5.391679639200181,0.1901954297768869,0.1469081083872844,0.1436355892310424,8.834990078709413e-05
brno,Brno,CZ,everyday,green_space_district,688.0,2.902038151478089,3.980111980067704,0.1395132216788595,0.1256965162642077,0.1256946020822589,0.0
bruxelles,Bruxelles,BE,everyday,green_space_district,2395.0,2.8583748282135346,3.839472194563024,0.0841689260763803,0.0778091344356421,0.0777049253105464,9.721616120157184e-05
bucuresti,București,RO,everyday,green_space_district,758.0,4.014096085661283,4.829062709017008,0.24757914657531,0.2326246544479152,0.2187537430951259,0.0138212152767958
budapest,Budapest,HU,everyday,green_space_district,2450.0,3.3053414344410164,4.094643767237363,0.0533934636848415,0.0438093694511237,0.0433528019181154,0.0004442526655318
caserta,Caserta,IT,everyday,green_space_district,126.0,4.908480046937509,5.9792537445451766,0.0722636455771797,0.0222138634816145,0.0222007092608862,0.0
chemnitz,Chemnitz,DE,everyday,green_space_district,363.0,4.21137010837974,5.067048974435964,0.0968856593077678,0.0792422529516523,0.0792422529516523,0.0
cosenza,Cosenza,IT,everyday,green_space_district,99.0,4.0,5.213801243598591,0.3886747765721125,0.362908305047399,0.3610860093209399,0.0007212551675557
goteborg,Göteborg,SE,everyday,green_space_district,452.0,4.871549595602992,6.009567451319892,0.2657917366569851,0.2274767368894079,0.2252543110860284,0.0022224258033794
grenoble,Grenoble,FR,everyday,green_space_district,631.0,2.1569645119217946,3.1832980224693364,0.1158933946033609,0.1116194718571896,0.1113233902487069,0.0002906792434966
hamburg,Hamburg,DE,everyday,green_space_district,2036.0,4.3939285303172335,5.458959519432855,0.1552552899029831,0.1188930368728454,0.1167632316852801,0.0017298342956215
helsingborg,Helsingborg,SE,everyday,green_space_district,241.0,2.992470732906503,4.410321967034674,0.1180091208803571,0.0921015639680201,0.0918142247280242,0.0
helsinki,Helsinki,FI,everyday,green_space_district,3253.0,1.7371759523949828,2.7431396886938,0.094228031925133,0.0869398257545595,0.0842781125578079,0.0026568861195763
jaen,Jaén,ES,everyday,green_space_district,458.0,0.1143601725835852,1.764419187610223,0.1142949370460447,0.1014202261166626,0.1005307068867053,0.0005149201470868
katowice,Katowice,PL,everyday,green_space_district,507.0,5.68618096515282,6.418777587039949,0.0805437707665577,0.0382980297678408,0.0374804388688118,0.0002534428821402
kobenhavn,København,DK,everyday,green_space_district,3021.0,2.8142345110035074,3.546452514360363,0.0464820125170423,0.0388768362753991,0.038650142796112,9.409472397769646e-05
koeln,Köln,DE,everyday,green_space_district,874.0,5.656033304330399,6.512061967141743,0.1265062908661962,0.0811126051701442,0.0804863067411238,0.0002092671147314
krakow,Kraków,PL,everyday,green_space_district,504.0,5.425905775942426,6.180937359067968,0.2413905429736457,0.2180707862624377,0.2180703856555528,4.00606884883627e-07
lahti,Lahti,FI,everyday,green_space_district,213.0,4.21840266062144,5.11572292947184,0.2501738760146408,0.2314766982901771,0.2305790462345307,0.0008976520556464
landshut,Landshut,DE,everyday,green_space_district,56.0,6.447141670973473,7.528829080987332,0.35961659312618,0.3045851039480238,0.3044050324253018,0.0
lisboa,Lisboa,PT,everyday,green_space_district,2102.0,2.61131738067525,3.3373939877740044,0.047091229990606,0.0404393678802544,0.0404098725196328,2.4896942753291737e-05
ljubljana,Ljubljana,SI,everyday,green_space_district,482.0,4.332691720147476,5.447729577060821,0.3224406218779733,0.298422859702199,0.297593105433676,0.0008242001926261
lodz,Łódź,PL,everyday,green_space_district,322.0,6.005219279869378,6.748841616727033,0.1536734510003025,0.115640396101903,0.1156385487334151,0.0
lomza,Łomża,PL,everyday,green_space_district,50.0,7.0330786321960925,9.436008525397307,0.5366091190255567,0.3942572718065632,0.387250240964844,0.0
luxembourg,Luxembourg,LU,everyday,green_space_district,631.0,3.8276921969499225,4.679484043939912,0.0908058413148078,0.0753977630977648,0.0752743080609401,0.0001198844495118
madrid,Madrid,ES,everyday,green_space_district,7487.0,1.0800221937835242,2.6606174971967755,0.0467681997455209,0.0332183929786273,0.0328891507100578,0.0001414262031588
