city,name,country,regime,service,n_facilities,pop_median_time_min,pop_mean_time_min,pop_share_beyond_15min,pop_share_beyond_30min,pop_service_deprived_share,unreachable_pop_share
berlin,Berlin,DE,everyday,school_secondary,1597.0,4.924757357132572,5.523242950816644,0.0667222825387741,0.0503404234792781,0.0502485403231613,6.579825546634008e-05
bilbao,Bilbao,ES,everyday,school_secondary,394.0,2.247933582809678,3.246720920718336,0.0596787082019635,0.0495310186609997,0.0493934395096775,3.761587329364424e-06
braila,Brăila,RO,everyday,school_secondary,48.0,4.121582207618339,5.193638377552442,0.2407882486774535,0.2173702021236408,0.2166435948424125,0.0005981650437556
bratislava,Bratislava,SK,everyday,school_secondary,462.0,4.408735218513898,5.591655550074671,0.1634721428042698,0.1252768519208318,0.1250191811815647,8.834990078709413e-05
brno,Brno,CZ,everyday,school_secondary,333.0,3.956314574683384,4.822032080531419,0.1436971247796321,0.1321852917961941,0.1321852917961941,0.0
bruxelles,Bruxelles,BE,everyday,school_secondary,2043.0,2.816988375284996,3.691078660225744,0.0363302374582186,0.0322562265895943,0.0320274656675012,9.721616120157184e-05
bucuresti,București,RO,everyday,school_secondary,665.0,4.051846031639787,4.887514977050152,0.2119439140153289,0.1994612620705732,0.1852794251413806,0.0138212152767958
budapest,Budapest,HU,everyday,school_secondary,995.0,4.492150786233566,5.148747145506576,0.0755513695150593,0.064626079076234,0.0641139049521354,0.0004442526655318
caserta,Caserta,IT,everyday,school_secondary,85.0,5.284352323271119,6.508310454865999,0.1149908969571978,0.0415196151664599,0.0415071538224687,0.0
chemnitz,Chemnitz,DE,everyday,school_secondary,214.0,4.66526793416187,5.335167980060048,0.0842518424903949,0.0789344142608616,0.0789344142608616,0.0
cosenza,Cosenza,IT,everyday,school_secondary,76.0,3.8531858767404814,5.314840654107515,0.3994867926953601,0.3784509805418115,0.3772184870106009,0.0007212551675557
goteborg,Göteborg,SE,everyday,school_secondary,482.0,4.8961969781142285,5.719808761492827,0.1256613469686255,0.0988869050777583,0.0958903669667942,0.0022224258033794
grenoble,Grenoble,FR,everyday,school_secondary,856.0,2.1447711993959024,3.0428894945850367,0.037845800008389,0.0323753881470356,0.0320729460441391,0.0002906792434966
hamburg,Hamburg,DE,everyday,school_secondary,1119.0,6.025656640490167,6.750623448940128,0.1529567041204422,0.1153867287453741,0.1123671014647031,0.0017298342956215
helsingborg,Helsingborg,SE,everyday,school_secondary,129.0,4.0,4.936560518005168,0.1103831532338244,0.095500710102417,0.095500710102417,0.0
helsinki,Helsinki,FI,everyday,school_secondary,788.0,5.223115842091096,5.91272057268679,0.1189058040393083,0.0962280439181169,0.0931350035211628,0.0026568861195763
jaen,Jaén,ES,everyday,school_secondary,120.0,2.4411479566046514,3.613530414419209,0.1684552407049894,0.1442048518934151,0.1425029952894458,0.0005149201470868
katowice,Katowice,PL,everyday,school_secondary,539.0,4.624936247680029,5.3211738992545525,0.0388969106586347,0.018118170536886,0.0177859635398228,0.0002534428821402
kobenhavn,København,DK,everyday,school_secondary,737.0,4.368511104339782,4.861024167789059,0.0563387261548462,0.0517105471357405,0.0510780664263236,9.409472397769646e-05
koeln,Köln,DE,everyday,school_secondary,871.0,5.204426775495748,6.1159100950826,0.0850708989786931,0.0438499254867641,0.0432548422747967,0.0002092671147314
krakow,Kraków,PL,everyday,school_secondary,649.0,5.299586882166506,5.98396360021022,0.1175693297055388,0.0976518599026215,0.0974702892295736,4.00606884883627e-07
lahti,Lahti,FI,everyday,school_secondary,79.0,7.2262579877702,7.522092073748237,0.2530601576365153,0.2226002390552116,0.2217025869995651,0.0008976520556464
landshut,Landshut,DE,everyday,school_secondary,80.0,5.739235237734665,6.186193693749749,0.2320244262346261,0.2160937733522295,0.2160722895112075,0.0
lisboa,Lisboa,PT,everyday,school_secondary,1500.0,3.0177899530871373,3.561332571459787,0.0214670955516051,0.0183708421942298,0.0183224331895131,2.4896942753291737e-05
ljubljana,Ljubljana,SI,everyday,school_secondary,338.0,5.197645170320369,5.98678365541171,0.2246602259754929,0.2087184814942008,0.207891149563421,0.0008242001926261
lodz,Łódź,PL,everyday,school_secondary,409.0,5.275785826158003,6.24050175299643,0.1325407014059765,0.0895433320007956,0.0895312496208215,0.0
lomza,Łomża,PL,everyday,school_secondary,47.0,6.290194167682005,6.893412072165041,0.3217963904819409,0.2893930910430471,0.2887566736233499,0.0
luxembourg,Luxembourg,LU,everyday,school_secondary,366.0,4.144367217017111,5.053043528668608,0.1141241559178729,0.0966380757410245,0.0965181912915127,0.0001198844495118
madrid,Madrid,ES,everyday,school_secondary,2954.0,2.028183033141227,3.085403223731089,0.0667004157272743,0.0528172417061343,0.0525160030828495,0.0001414262031588
milano,Milano,IT,everyday,school_secondary,1725.0,3.8299103933915486,4.372850233533337,0.0264917068857591,0.0214042845168963,0.0214004956756328,0.0
munchen,München,DE,everyday,school_secondary,1049.0,4.71289092898218,5.289812704623838,0.0818411485728904,0.0713888750948088,0.0709873920974726,0.000369052645039
napoli,Napoli,IT,everyday,school_secondary,757.0,4.920580125119692,6.044152439210842,0.111037612968244,0.0615794375077021,0.0613190098863611,0.0
norrkoping,Norrköping,SE,everyday,school_secondary,112.0,3.9988698142247343,4.830727817416042,0.2416389337138631,0.2338607009452452,0.2242320211830436,0.0086530587245269
oslo,Oslo,NO,everyday,school_secondary,771.0,5.0,5.535544797025477,0.0735665551946637,0.0640855876368037,0.0633635227133017,0.000722064923502
palermo,Palermo,IT,everyday,school_secondary,198.0,4.622181306797432,6.1194252888915575,0.1657097910518209,0.0949271379658799,0.0945585053323618,2.353952749810184e-06
palma_de_mallorca,Palma de Mallorca,ES,everyday,school_secondary,309.0,2.73460600300044,3.750201438961206,0.108356133778407,0.0986949432486152,0.0985708868292686,0.0001240564193465
paris,Paris,FR,everyday,school_secondary,10710.0,1.5214418674070558,2.2619255777431704,0.0204836426990398,0.0178630394926016,0.0175818840288013,0.00028082037673
porto,Porto,PT,everyday,school_secondary,832.0,4.100076993778495,4.531609781780464,0.0089927756709548,0.0073425155769597,0.0072446980569689,9.78175199907707e-05
praha,Praha,CZ,everyday,school_secondary,823.0,4.155659867305365,5.01512202077796,0.1340605226636017,0.1171102690156323,0.1167353613827665,0.0003501534172989
riga,Rīga,LV,everyday,school_secondary,441.0,4.884122407550728,5.952130567449606,0.2604711940848728,0.2303939236243963,0.2202416813386732,0.0101002097830844
roma,Roma,IT,everyday,school_secondary,1186.0,3.781922094670676,4.610326273172489,0.1402153048286197,0.1284933136060602,0.1282213602566816,0.0002464793215012
sittard_geleen,Sittard-Geleen,NL,everyday,school_secondary,58.0,7.171981100510014,8.591075231954427,0.1867345969399003,0.0704305489757566,0.0639223271879219,5.650420199129408e-05
sofia,Sofia,BG,everyday,school_secondary,426.0,4.410068690853318,5.225469920846067,0.1195971774079976,0.099614427495406,0.0955357400031338,0.0040638430395907
stavanger,Stavanger,NO,everyday,school_secondary,208.0,4.955889941003611,5.617969071113754,0.0976832158255808,0.0786810118048531,0.0763534547127654,0.0023275570920877
stockholm,Stockholm,SE,everyday,school_secondary,1044.0,4.348121160242313,5.005523923075088,0.0815077968214376,0.0713515132248675,0.0686022839357617,0.0022773477825569
szeged,Szeged,HU,everyday,school_secondary,92.0,4.473828007558343,5.305106134991455,0.1554773513821103,0.1365844259277712,0.1364875211700629,7.912695031528352e-05
talavera_de_la_reina,Talavera de la Reina,ES,everyday,school_secondary,46.0,2.4036650418912817,3.95147994480636,0.233570477699454,0.1971154791848208,0.1951235760140462,0.0002669232060958
tallinn,Tallinn,EE,everyday,school_secondary,216.0,6.008629434251501,7.221799865908667,0.2343586321752108,0.1782049449734016,0.16735513262902,0.0096514305155998
toulon,Toulon,FR,everyday,school_secondary,314.0,5.115828959923056,6.191084519304869,0.1220596304848862,0.0769557156305505,0.0744442567064262,0.0007117881025811
turku,Turku,FI,everyday,school_secondary,202.0,4.90585861438766,5.500567959117766,0.1678293637478251,0.1596412196710207,0.1492461299083066,0.0103862042662311
vasteras,Västerås,SE,everyday,school_secondary,102.0,6.069876745087828,7.199943435006279,0.1911992982861305,0.1231267782317585,0.1226901760962948,0.0001051565213188
vicenza,Vicenza,IT,everyday,school_secondary,158.0,3.777127216301774,4.542660609096426,0.0704269811849672,0.0610337351996226,0.0610324943359147,0.0
vilnius,Vilnius,LT,everyday,school_secondary,362.0,5.865947404417853,6.671061576162027,0.3297733048325704,0.2953770865179593,0.2543342305032091,0.0408371602762756
warszawa,Warszawa,PL,everyday,school_secondary,1506.0,3.894149976208341,4.7894294501542936,0.1031656778851203,0.0900942916194516,0.0860904847469686,0.0039568237154788
wroclaw,Wrocław,PL,everyday,school_secondary,513.0,3.77753123759759,4.6563512110722325,0.1301213613464122,0.1133526890499904,0.1133420685648439,5.032420538371682e-06
zagreb,Zagreb,HR,everyday,school_secondary,521.0,5.029604897392515,5.832048256896488,0.1277654576360716,0.1094022035944565,0.1088985656191224,0.0004933468398991
zilina,Žilina,SK,everyday,school_secondary,111.0,4.0,5.221942687306638,0.2106992097542634,0.1927234618467929,0.191740472717052,7.047339346332587e-05
aalborg,Aalborg,DK,everyday,supermarket,167.0,4.809577217050801,5.588991550593765,0.2215949962297141,0.1991348608772041,0.194183583906451,0.0048790226454677
aarhus,Aarhus,DK,everyday,supermarket,223.0,4.5,5.112952801780892,0.1295773203363819,0.1193317209589442,0.1191201093111076,9.747682019448447e-05
alicante,Alicante,ES,everyday,supermarket,321.0,2.8796361331017826,4.215141412432487,0.1822921051775534,0.1606519960546055,0.1604460608549877,0.0
amersfoort,Amersfoort,NL,everyday,supermarket,65.0,5.823315829072924,6.742473149753249,0.0938398344765542,0.0366843158452946,0.0338057648343547,3.576247142572889e-06
amsterdam,Amsterdam,NL,everyday,supermarket,759.0,4.236259483719724,5.1096342248749655,0.1020672272225147,0.0748381699536052,0.074556948479621,0.0001947696890257
antwerpen,Antwerpen,BE,everyday,supermarket,340.0,5.0,5.9042505460357,0.1779946632100768,0.1488379499293141,0.148800578328636,0.0
apeldoorn,Apeldoorn,NL,everyday,supermarket,73.0,6.214504886948683,7.065663207944791,0.1604530444939084,0.102704951151498,0.1022630392111959,5.107407344433736e-05
arezzo,Arezzo,IT,everyday,supermarket,44.0,6.480015499085672,7.144638528994816,0.2828372631233429,0.2440756972121952,0.2422900907595216,0.0
athina,Athina,EL,everyday,supermarket,1110.0,2.2729823964220293,3.0054210216706485,0.03069789091025,0.0249795455015421,0.0245759696518262,0.0003269286847008
barcelona,Barcelona,ES,everyday,supermarket,2365.0,1.511503493553704,2.9593492669025183,0.0800585958436996,0.0613136141932874,0.0573937535379825,0.0038177121074459
berlin,Berlin,DE,everyday,supermarket,1939.0,3.704276898439534,4.398345733645524,0.0563228671340178,0.0481627828644252,0.0480969249374801,6.579825546634008e-05
bilbao,Bilbao,ES,everyday,supermarket,445.0,0.7479979079145473,2.2430629962219557,0.0647164508867838,0.0589554249173721,0.058951027932472,3.761587329364424e-06
braila,Brăila,RO,everyday,supermarket,54.0,5.387410763069405,5.99966505457675,0.2180289165293655,0.1863756528066545,0.1855774630153948,0.0005981650437556
bratislava,Bratislava,SK,everyday,supermarket,349.0,4.527365418217031,5.660667933919761,0.2013807545970426,0.1662188400892708,0.1655149283629704,8.834990078709413e-05
brno,Brno,CZ,everyday,supermarket,207.0,4.0,5.039569583617668,0.2692955140359501,0.2568802517330185,0.2568802517330185,0.0
bruxelles,Bruxelles,BE,everyday,supermarket,937.0,4.099281640945843,4.881067935147512,0.1313201611392183,0.1248074803051319,0.1247102641439304,9.721616120157184e-05
bucuresti,București,RO,everyday,supermarket,836.0,2.997931874484104,3.911409284138763,0.2129604313818218,0.2030794446568122,0.1892207132819785,0.0138212152767958
budapest,Budapest,HU,everyday,supermarket,712.0,4.997421975065245,5.706977160107721,0.132418102406155,0.117148924193193,0.116681965644496,0.0004442526655318
caserta,Caserta,IT,everyday,supermarket,103.0,4.786303906293163,5.664747191001446,0.07877456577475,0.0404837357762137,0.040382337710882,0.0
chemnitz,Chemnitz,DE,everyday,supermarket,197.0,4.538873054277285,5.538342706797368,0.1510581384669569,0.1320445363898773,0.1320445363898773,0.0
cosenza,Cosenza,IT,everyday,supermarket,72.0,3.8302009826009273,5.257728007730882,0.3991927727620321,0.3750663328024332,0.3741863498881894,0.0007212551675557
goteborg,Göteborg,SE,everyday,supermarket,230.0,6.379282796607281,7.122013294618198,0.2222120112768262,0.1727930378908294,0.1703822888520868,0.0022224258033794
grenoble,Grenoble,FR,everyday,supermarket,150.0,5.5,6.202027505473974,0.2263656666512754,0.2092217035036988,0.2088995265303306,0.0002906792434966
hamburg,Hamburg,DE,everyday,supermarket,1200.0,4.910188319246673,5.811612964079035,0.15578414663091,0.1223318968855349,0.1198152699980005,0.0017298342956215
helsingborg,Helsingborg,SE,everyday,supermarket,63.0,5.649499137893977,6.3761474343619815,0.1904891712425094,0.1653630409159589,0.1650783146036952,0.0
helsinki,Helsinki,FI,everyday,supermarket,289.0,8.095174233542382,8.793083033045825,0.2672825882635433,0.171317177133754,0.1655871554414236,0.0026568861195763
jaen,Jaén,ES,everyday,supermarket,107.0,1.646800607704419,2.82432525833458,0.1790933953971222,0.1615705302767716,0.160362431102707,0.0005149201470868
katowice,Katowice,PL,everyday,supermarket,427.0,5.800489100533307,6.614108239424485,0.0752934963714488,0.0286346391168743,0.0275139552087416,0.0002534428821402
kobenhavn,København,DK,everyday,supermarket,915.0,2.869942563455255,3.432564468488257,0.0588775543202382,0.0561394118150493,0.0560453135090849,9.409472397769646e-05
koeln,Köln,DE,everyday,supermarket,817.0,4.674749207958733,5.534135239649938,0.0852226268766649,0.0561684588023044,0.0558907379184108,0.0002092671147314
krakow,Kraków,PL,everyday,supermarket,449.0,5.843230874421471,6.758258896099525,0.2414619192743522,0.1972466891465486,0.1970420355602022,4.00606884883627e-07
lahti,Lahti,FI,everyday,supermarket,43.0,7.607675214046858,8.095518035057715,0.3793351023342776,0.3294624822154797,0.328024912948998,0.0008976520556464
landshut,Landshut,DE,everyday,supermarket,76.0,5.397046131512114,6.584136084695259,0.2469051473990222,0.2096890583723689,0.2095158782012349,0.0
lisboa,Lisboa,PT,everyday,supermarket,906.0,4.375330326833546,5.061838059704527,0.085299565327682,0.0691137395984547,0.0688749762068494,2.4896942753291737e-05
ljubljana,Ljubljana,SI,everyday,supermarket,325.0,4.482771032475649,5.631201394304198,0.3091950874671867,0.2799089204576793,0.2784539226025516,0.0008242001926261
lodz,Łódź,PL,everyday,supermarket,336.0,5.852898715269407,6.718576038437527,0.1572099953763284,0.1054602891964035,0.1053293319255335,0.0
lomza,Łomża,PL,everyday,supermarket,52.0,5.005775631650447,6.212136636379274,0.3458504121827228,0.3081913838542064,0.3074493584145478,0.0
luxembourg,Luxembourg,LU,everyday,supermarket,169.0,6.673414572374947,7.387387589082015,0.3059294463865402,0.2552567295881603,0.2546356592473561,0.0001198844495118
madrid,Madrid,ES,everyday,supermarket,1874.0,2.5795011156133727,3.609142855226245,0.0795663325091408,0.064850721050257,0.064608268564328,0.0001414262031588
milano,Milano,IT,everyday,supermarket,1181.0,4.0,4.6736662433655125,0.0626229161278118,0.0571066070384177,0.0571062935222172,0.0
munchen,München,DE,everyday,supermarket,1195.0,3.511063480635378,4.2588226490130685,0.0915906658245699,0.0831612265842125,0.0827794934083279,0.000369052645039
napoli,Napoli,IT,everyday,supermarket,589.0,5.82346081257345,7.015852171430755,0.1465104741648647,0.0580423303390467,0.0576090626943017,0.0
norrkoping,Norrköping,SE,everyday,supermarket,56.0,5.5,6.156794557168912,0.2886308795745134,0.2633154540102253,0.2540411701434029,0.0086530587245269
oslo,Oslo,NO,everyday,supermarket,901.0,4.068592520645844,4.664890684759641,0.0850436770020758,0.0760774591519147,0.0752842752997509,0.000722064923502
palermo,Palermo,IT,everyday,supermarket,243.0,3.726367759733368,4.524133323196226,0.0871075746540195,0.0743044066299812,0.0742406292967795,2.353952749810184e-06
palma_de_mallorca,Palma de Mallorca,ES,everyday,supermarket,418.0,2.0,3.2307860237762878,0.1106035043914649,0.0997489418073136,0.099624885387967,0.0001240564193465
paris,Paris,FR,everyday,supermarket,2522.0,3.465145040905783,4.0756565916297545,0.092666278020251,0.0898852025692504,0.0896043821925203,0.00028082037673
porto,Porto,PT,everyday,supermarket,397.0,5.778943597918625,6.506567912018728,0.1367317576163656,0.1064005398253602,0.1063002719319485,9.78175199907707e-05
praha,Praha,CZ,everyday,supermarket,581.0,4.686710178554176,5.640360370475284,0.1991638746461987,0.1756802897994838,0.175298333142124,0.0003501534172989
riga,Rīga,LV,everyday,supermarket,435.0,4.105664147837371,4.909638739601323,0.2661802770713968,0.2508592923620203,0.2407448470057958,0.0101002097830844
roma,Roma,IT,everyday,supermarket,1211.0,3.3461886330753927,4.154244982925441,0.1026211438301535,0.0944809370607983,0.0942106295127091,0.0002464793215012
sittard_geleen,Sittard-Geleen,NL,everyday,supermarket,44.0,7.994381344964196,9.828987630284884,0.2855408316455625,0.1167158915119114,0.1038541003065659,5.650420199129408e-05
sofia,Sofia,BG,everyday,supermarket,534.0,3.338176043887875,4.555475898496429,0.1704183510863831,0.1458810037958726,0.1417887389808539,0.0040638430395907
stavanger,Stavanger,NO,everyday,supermarket,206.0,4.463696985239765,4.997034189658285,0.0797866950982467,0.0699744859595267,0.0676469288674389,0.0023275570920877
stockholm,Stockholm,SE,everyday,supermarket,611.0,4.348121160242313,4.987181486552327,0.0950771655644481,0.0856124581213171,0.0833242764710955,0.0022773477825569
szeged,Szeged,HU,everyday,supermarket,50.0,6.989166107887113,7.925013020445894,0.3040636311480579,0.237889356995088,0.2375514247272194,7.912695031528352e-05
talavera_de_la_reina,Talavera de la Reina,ES,everyday,supermarket,33.0,1.9409504752832007,3.992152440072897,0.3187731978531345,0.2729267725346674,0.2710091123060394,0.0002669232060958
tallinn,Tallinn,EE,everyday,supermarket,236.0,5.125334426453253,6.093397208218923,0.2009094028267073,0.1676912813183802,0.15734686275427,0.0096514305155998
toulon,Toulon,FR,everyday,supermarket,134.0,8.259325829585215,9.19585269352422,0.2508919770688769,0.1304872406540365,0.1248883296284325,0.0007117881025811
turku,Turku,FI,everyday,supermarket,65.0,7.8463529160693,7.976739360445214,0.3269188363839272,0.3070632946014982,0.296677090335267,0.0103862042662311
vasteras,Västerås,SE,everyday,supermarket,52.0,7.031068379684332,8.04702421021362,0.2754022852885068,0.187506460724764,0.1874013042034452,0.0001051565213188
vicenza,Vicenza,IT,everyday,supermarket,94.0,5.295857445559754,6.161072692938603,0.1332593421553549,0.1070014820306914,0.1066713739567734,0.0
vilnius,Vilnius,LT,everyday,supermarket,348.0,5.159407048717663,5.921059215870812,0.3004101850735359,0.280208275956805,0.2393427503970386,0.0408371602762756
warszawa,Warszawa,PL,everyday,supermarket,1045.0,4.360382449484525,5.1840568589967,0.1414092400851769,0.1256774122357624,0.1216720950340345,0.0039568237154788
wroclaw,Wrocław,PL,everyday,supermarket,327.0,4.45206684074801,5.154468343826618,0.1310292999797695,0.1214466014443652,0.1214415690238269,5.032420538371682e-06
zagreb,Zagreb,HR,everyday,supermarket,289.0,5.849251583257921,6.770100696782674,0.3068554026461522,0.2678680122029354,0.2649832383366763,0.0004933468398991
zilina,Žilina,SK,everyday,supermarket,96.0,4.249548250898677,5.605783384969547,0.2371508587506597,0.2056877409463594,0.205506863951453,7.047339346332587e-05
