city,name,country,tier,synthetic,population,mean_everyday,mean_emergency,gini_everyday,gini_emergency,p90_p50_ratio_emergency,spearman_rho,compounding_intensity,divergence_gap,compounding_pop_share_50,jaccard_high_50,compounding_pop_share_75,jaccard_high_75,gini_t_everyday,gini_t_emergency,pop_share_beyond_everyday_15,pop_share_beyond_everyday_30,pop_share_beyond_emergency_30,pop_share_beyond_emergency_45,pop_share_beyond_emergency_60,log10_population,slope_density_everyday,slope_density_emergency,slope_ses_everyday,slope_ses_emergency,slope_ses_column,cluster_kmeans,cluster_ward
hamburg,Hamburg,DE,2,False,3162606.762775488,0.2598110921962747,0.5781855679669744,0.5433184547307554,0.4368217616659414,3.081897261477168,0.4033560945935202,0.3781117114594586,-0.1064966930648139,0.3204939916553209,0.4711588043178858,0.1387735761942139,0.3833822289248541,0.656539172861122,0.2683202402359734,0.2410542868795835,0.1935264528203627,0.0017548288883664,0.0001514302181814,0.0001340251910434,6.500045195275303,-1.0142498054514182,-0.8577460589974222,,,,0,0
lisboa,Lisboa,PT,1,False,3132903.6339994804,0.2395354188241045,1.1849766511732271,0.366886889423747,0.4087864409110666,2.4588556444234366,0.4810418035951496,0.3871632057338668,0.0418995514873196,0.3193201984644453,0.467647911330826,0.1195097576791948,0.3141922637499194,0.4595559970405661,0.2471211693616382,0.560337807606333,0.1504360905800005,0.0510839660786712,0.0021128769182254,0.0004870408148634,6.4959470364821135,-1.2303175126749633,-1.0491393358704555,-0.1270521772999242,0.0630999750577714,ses_census_employment_share,0,0
munchen,München,DE,1,False,3054507.430338121,0.1776434234125254,0.5999001185105521,0.6155437474512325,0.4491709517318918,2.762574069692172,0.3493445659554717,0.3710261704467094,-0.1663727957193406,0.3038857461417096,0.436534867685899,0.1243753126622303,0.3312274605256799,0.7017746794113386,0.2638797243508439,0.159312868950891,0.1345082062925213,0.0037880159697207,0.0010963414554633,0.0007677137409438,6.484941185926015,-1.2678071845095809,-0.5396704451416356,,,,0,0
budapest,Budapest,HU,1,False,3030949.1592591573,0.1832177878582952,1.0486024433942198,0.5377561179055662,0.5067261370291569,4.020694274870365,0.4847765704244918,0.386495830543817,-0.0310299808764092,0.3271327694502451,0.4860681917703159,0.1382191559408825,0.3828134181416982,0.638468682315406,0.3059109064982321,0.1971475572943481,0.1430090703114543,0.0428331959486555,0.0041038125396363,0.0018928210181158,6.4815786516304446,-1.140778222876986,-0.94814318900218,-0.3682281943501683,-0.4382398763370889,ses_census_employment_share,0,0
amsterdam,Amsterdam,NL,1,False,2829893.042702652,0.2266923579145121,0.7499757324071141,0.5008789108410493,0.326204794944144,2.0310084263695662,0.1958935689947154,0.352913022898226,-0.1746741158969053,0.2854180699968489,0.3994323504159383,0.0922221450260375,0.2257195295793872,0.621657348993894,0.199005732961309,0.2284320319447783,0.1521741838566338,0.0005273736201169,0.00038370391324,0.000382392242438,6.451770021445899,-0.9718089557670646,-0.3922903909937436,0.316680029757709,0.2404436875715094,ses_census_employment_share,0,0
stockholm,Stockholm,SE,1,False,2549794.642453092,0.267142781660503,1.7291330677227774,0.4597711364697301,0.5130405018022833,3.1588755818985743,0.6502829249011359,0.4078951964609255,0.0532693653325532,0.3890902632203033,0.6372336129981362,0.1421468033035124,0.3975161209315686,0.5581812016496551,0.2872035108639421,0.4777291603757101,0.2545259921546631,0.0895085904333525,0.0188928954532838,0.0125989727159495,6.4065052042610935,-1.2163439577914694,-0.7353474072898035,0.2180709473321628,0.2528744001204422,ses_census_employment_share,1,1
koeln,Köln,DE,2,False,2438338.019152492,0.2043592924191661,0.5695639315293871,0.5197649712014569,0.3979853302770241,2.394179217546042,0.3646462845763789,0.3728102816249181,-0.1217796409244328,0.3121149025695322,0.4544197382086886,0.1225957997949486,0.3249992861553193,0.6183523447759842,0.235175832059154,0.1817685006268691,0.1317722999131778,0.002529160145962,0.0015078612748988,0.0011151457084049,6.38709391033775,-1.0708305295426404,-0.4592816562039298,,,,0,0
praha,Praha,CZ,1,False,2247160.4672485986,0.2817273070117672,1.1111453273554208,0.5151198043105025,0.4753275383500904,3.933147967321852,0.462113129213793,0.3847567990812155,-0.0397922659604121,0.3541220952280179,0.5468533078830898,0.13630173517962,0.374682957468217,0.627316516358088,0.2954124769530208,0.3611557262481127,0.2513059363660792,0.0496304924194283,0.0006811710468295,0.0003847281632672,6.351634086016054,-1.2756169517105216,-0.8746936438049027,-0.2788762301470776,-0.3482332500081287,ses_census_employment_share,0,0
kobenhavn,København,DK,1,False,2180998.0039757723,0.2535530947457343,0.9395896204777276,0.4014436018176895,0.40141387358529,2.530404226396607,0.3011822893643406,0.3655526720680027,-2.972823239955069e-05,0.3069879537142129,0.4420292000546447,0.1204401292514582,0.3159368321982089,0.5433771893283739,0.2499088355351591,0.4172021858066481,0.1883456037151449,0.0125807936469459,0.0004532295992757,0.0003714320872814,6.33865526811758,-1.0080138763120683,-0.769948219971375,0.5244456021940891,0.3127286272817161,ses_census_employment_share,0,0
sofia,Sofia,BG,1,False,1647936.1902832687,0.285169978895841,1.4410190177004856,0.5107930855088012,0.5997848412589863,4.663732472710716,0.7309492580461142,0.4155346362827548,0.0889917557501851,0.4080290708951044,0.6887068011513019,0.1459301464433754,0.4132045073505593,0.6153755533014686,0.3569190749735165,0.4033814239698584,0.2880292363077568,0.0730530910301863,0.0224755989927225,0.0090697726384282,6.216940391375427,-1.4304692642795525,-1.0491170877152536,-0.9406880738429794,-0.6572504704404317,ses_census_employment_share,1,1
helsinki,Helsinki,FI,1,False,1642879.401665951,0.3790814468970159,1.3622935161898144,0.3409999954201266,0.4265048819591437,2.405833011545553,0.2594294326525613,0.3611759500348206,0.0855048865390171,0.2700916029608606,0.3781240766377586,0.1228994633063663,0.3158476519286942,0.4684253351385782,0.2582484418005419,0.6369819448865377,0.3707923345654771,0.0456607039252907,0.0040236304673657,0.0015924934535966,6.215605684486004,-0.8837050833383457,-0.2960144264459037,0.2695226768740386,0.1596089273674228,ses_census_employment_share,0,0
oslo,Oslo,NO,1,False,1550450.218665428,0.2094973193636584,2.0604827185283057,0.5532951943857937,0.4668053788371551,3.0732246405897703,0.3912760917517788,0.3764033782963376,-0.0864898155486385,0.2970457340893165,0.423564543764677,0.1389308251940381,0.3852721168368913,0.6619204016256143,0.2793625479026632,0.1990446745969096,0.1658636642925996,0.1405769452240022,0.031931828958362,0.0053356981785806,6.190457826615924,-0.9662941062805196,-0.7903168353110981,0.2466107301978247,0.0171354899193751,ses_census_employment_share,1,0
porto,Porto,PT,1,False,1531689.884388054,0.3242092491778852,0.846646708996663,0.2723135231096473,0.3953741133940193,2.795359215983889,0.422072069350023,0.3822944636370175,0.123060590284372,0.3212364330896612,0.47253535893874,0.1137494932042879,0.2946375735724483,0.348421114225757,0.2474784681085683,0.7266776378706977,0.3549525656686174,0.0028729904201522,0.0,0.0,6.185170844191928,-0.8321049327866132,-1.0160254195121945,-0.1395560126670025,-0.0601376247790822,ses_census_employment_share,0,0
krakow,Kraków,PL,1,False,1350286.394599632,0.3079226665602763,1.496307712443637,0.5225858384775154,0.5188432951770641,5.360576898945138,0.5846536859442307,0.4019246733051801,-0.0037425433004513,0.3959385433369541,0.6519851934702517,0.1447047210079755,0.407981311664671,0.6220004254733326,0.3327300684013944,0.3595109785130511,0.312331411254987,0.1359844611366718,0.0095846162752623,6.593293296841804e-06,6.1304258917564365,-1.0308336009153272,-0.8882514160632421,-0.1979076926217361,-0.2698885493224262,ses_census_employment_share,0,0
katowice,Katowice,PL,1,False,1341889.727675064,0.1676832597894517,1.0153748982723565,0.4890106068717532,0.2786635588908193,1.899793519586052,0.1035483438733259,0.343133513722601,-0.2103470479809338,0.266754462382109,0.3631509069634692,0.0879102954833641,0.2130140259354733,0.5379398791807624,0.1639101301774986,0.1078874336242503,0.0671258756858892,0.0004586811477721,9.147746392612414e-05,9.147746392612414e-05,6.127716828329303,-1.020382425549071,-0.4326601272280024,0.2258468029753324,-0.3365397565636896,ses_census_employment_share,0,0
zagreb,Zagreb,HR,1,False,1293698.0415497893,0.3432227970497458,2.0700651613768755,0.4990376746559036,0.5825962184208106,5.630027767069766,0.7008467157843348,0.415891013867628,0.0835585437649069,0.3950135454159542,0.6533511967552436,0.1531442640019896,0.4422340137764753,0.5867078632555232,0.3680052427938418,0.4758787918269488,0.36055669360633,0.1860216757116421,0.0367787395356051,0.0125154246265545,6.111832920697534,-1.155246890409887,-0.870789866159006,-0.5773413701596879,-0.556587585637357,ses_census_employment_share,1,1
antwerpen,Antwerpen,BE,1,False,1219366.3916443712,0.2888271374683899,0.7739775098235556,0.5231801828143563,0.4057996244825355,2.8723489466185645,0.2949834129756442,0.3659302122011051,-0.1173805583318208,0.3107873127335648,0.452717382860156,0.116176389281042,0.3039276149581532,0.6405795642227088,0.253877254353191,0.324762830274086,0.2385479910194552,0.0020663106006439,0.0002883419821369,0.0002880092420612,6.086134220762545,-0.6484117243297245,-0.4663419131845762,0.2378398517359002,0.2328461461288096,ses_census_employment_share,0,0
bilbao,Bilbao,ES,1,False,1053443.6993315031,0.1602777705767522,1.0621467112334173,0.5700091477016413,0.4329467477695761,2.9978495052816707,0.4181709492615257,0.380477538314062,-0.1370623999320652,0.3240417633728853,0.480660923899113,0.1233394197560326,0.3273911078186357,0.6583389722536707,0.2605817579128404,0.3132169717300322,0.1011395029504819,0.0316845742459804,0.002446307858306,0.0011459889224797,6.022611329955481,-1.1032570401780504,-0.718205444272383,0.2023231486503791,-0.0425089847268504,ses_census_employment_share,0,0
lodz,Łódź,PL,1,False,1045885.6849187292,0.2548515516555356,1.598116549265846,0.5337389300564492,0.4909726593013341,3.901867241597352,0.3342483662970604,0.3680045156874333,-0.042766270755115,0.3102111061530597,0.4498376059423112,0.1253802733554739,0.3345703420465293,0.6484411899577901,0.3010773002460978,0.2443093060396309,0.183884584386962,0.112887198748723,0.0241855084452521,0.0019518683728324,6.0194842188313835,-1.1711527727640616,-0.7760378381589682,0.1929042582090115,0.0279858513445638,ses_census_employment_share,0,0
goteborg,Göteborg,SE,1,False,1042719.686627752,0.4266266848640436,2.43928710341626,0.3348474931902655,0.4458070266782323,2.4248446430280755,0.3117811922656607,0.3660719293310236,0.1109595334879667,0.2984947665161744,0.4295552420967375,0.1332953119894332,0.3631892080306365,0.4512116431680881,0.2277667505512064,0.7001242747858039,0.4842648892932009,0.0943290642274336,0.017006644716298,0.0153206056374435,6.018167573131482,-1.0112298698570013,-0.3250190420297367,0.3345771718796229,0.1705560073334329,ses_census_employment_share,1,1
palermo,Palermo,IT,1,False,1006055.4456928088,0.3172283213003802,3.643970306521088,0.3828203421929161,0.2921997723870688,1.8508817058335525,0.268624518818355,0.358154160617955,-0.0906205698058472,0.2893959055628807,0.410302197394361,0.116137569209546,0.3020883321895459,0.5084604707137225,0.1523459056568952,0.5267258091477485,0.3352197538020351,0.2137870022074572,0.0302719081785007,0.029437934190661,6.002621916201895,-1.217270777636336,-0.5973049708242527,-0.4126093867591766,-0.1585758810807048,ses_census_employment_share,1,1
alicante,Alicante,ES,1,False,996867.21031295,0.3107105742051171,1.7997789239703337,0.5297736894615463,0.2768429627033535,1.7911091815742377,0.1470250332079486,0.3487108080625156,-0.2529307267581928,0.2689110314434918,0.3677627232856358,0.0863250056752976,0.2082483290915559,0.6248258152326635,0.1655139496560354,0.4334583855989124,0.2906627583781015,0.0496114244138363,0.0015101939282828,0.0003299568741971,5.998637311100842,-0.9953953649200168,-0.2898449957755331,-0.2437189797830425,-0.0831940752639162,ses_census_employment_share,0,0
wroclaw,Wrocław,PL,1,False,939076.2060381044,0.1992625720815039,1.4716492661100735,0.6088346705327188,0.3618550505580705,2.4313569550133183,0.409340322269034,0.3808141510166564,-0.2469796199746482,0.3405176841922653,0.5148023176181361,0.1423804157017763,0.399405683863416,0.6934649538201608,0.2288652273537968,0.2253037500313798,0.1687763858965592,0.0545154048744647,0.0013085427130447,0.0010317488920695,5.972700836695222,-1.1576159321822843,-0.6862951672361425,-0.1780160265333555,-0.1299432502327772,ses_census_employment_share,0,0
bratislava,Bratislava,SK,1,False,931612.5385711532,0.2955912155017068,1.7813852580654317,0.5223649870090611,0.4299149638062339,3.0554851809671546,0.3920570880071369,0.3737802172567198,-0.0924500232028271,0.3356121760088763,0.5035583692614453,0.0984884298530493,0.2458769372902342,0.6290043563473412,0.261194875552819,0.3645127864061711,0.2766117931198402,0.1250733442210484,0.0150364258153067,0.0013574545336163,5.969235325070477,-1.0993390179290827,-0.5577303745523393,-0.3828491984404945,-0.2198564793766252,ses_census_employment_share,0,0
palma_de_mallorca,Palma de Mallorca,ES,1,False,818201.9325652656,0.250663209783172,1.3912488620897367,0.5035316184570409,0.4531259517261675,3.7321474536500334,0.137484347235473,0.3474044863037527,-0.0504056667308733,0.2940293397129015,0.4120376757800503,0.1059209415885467,0.2690056917094636,0.6048381849891854,0.2672348680564129,0.4397483964822777,0.2201688184528678,0.0804623499151444,0.008383910512945,0.0004529964019666,5.91286050095243,-0.9646286915664865,-0.6388262370370269,0.2854213175402934,-0.3244916926820638,ses_census_employment_share,0,0
brno,Brno,CZ,1,False,745397.2083868613,0.2862524114839785,1.1427052617510882,0.5608739009924156,0.4566427317995791,3.175289834151682,0.6003569693068396,0.4014721802571553,-0.1042311691928364,0.3693776982676936,0.5855401264237209,0.1570988875928761,0.4583593642086377,0.642354839152654,0.2961066638536162,0.3617718527011793,0.2860132798876419,0.0416095107451038,4.223320239457746e-05,1.7706129650997945e-05,5.8723877619294225,-1.2260465273368386,-1.043246872694217,-0.1282502046750064,-0.1979820331638806,ses_census_employment_share,0,0
grenoble,Grenoble,FR,1,False,688169.9173019223,0.2113777947080388,1.1093499110409593,0.5830239227896763,0.444183087327215,3.883303209277233,0.6225063289264023,0.4046367708946421,-0.1388408354624613,0.378771431537538,0.6086538489647231,0.1639084062374793,0.4869989742358568,0.6690105411673372,0.2748514208759693,0.2992616243685611,0.2058144191852846,0.0237436294847642,0.0003412631514743,4.6012730279859214e-05,5.83769568392669,-1.1477532076915795,-1.1111453458808815,,,,0,0
luxembourg,Luxembourg,LU,1,False,595677.1746119342,0.3122585757908664,1.6445202547431337,0.4691315290793973,0.4073628907403321,2.852800162835876,0.2997531868199989,0.3643679085769891,-0.0617686383390652,0.3012090543630962,0.4306996100986001,0.1336973200046491,0.3643358171515768,0.5873779737174207,0.2209555094104152,0.4064657782506322,0.3037917970799637,0.059795204225249,0.0065885346115441,0.0063404765141188,5.775010958953963,-0.9882016044247012,-0.5331489141992718,0.2965029351739499,0.0565577928765905,ses_census_employment_share,1,0
toulon,Toulon,FR,1,False,540278.7228263471,0.3148655641295258,0.907394825590126,0.4308647632673854,0.458413237484067,2.9657703252327146,0.4146139202972454,0.3752717008839507,0.0275484742166815,0.3259113503428252,0.4835830065942915,0.1163191582569432,0.3030556123081388,0.5672745282886069,0.2883732683886149,0.3788591875119314,0.2857166251560594,0.0137346699406478,0.0008485887221445,0.0008448586020875,5.732617864557406,-1.156554856515074,-0.7831798777220625,,,,0,0
aarhus,Aarhus,DK,1,False,525544.5346378079,0.33595842416999,1.812338883886652,0.3943929384409546,0.4380446318789909,3.4801922037903776,0.3839422558332296,0.3733272720844762,0.0436516934380362,0.309560697192132,0.4540748705582164,0.1193725792788555,0.3125880448501275,0.493932890939138,0.2672669046145984,0.6071767355811766,0.3553705054684549,0.1477001085031255,0.0109596281318674,0.0005634254922471,5.720609524033045,-1.218837084672978,-0.9786121126931114,0.4309161222062602,0.4975318770949342,ses_census_employment_share,0,0
chemnitz,Chemnitz,DE,1,False,481607.1304687208,0.2232302532624916,0.6902561041674846,0.5578615869881812,0.3633819570505265,1.9649162145687644,0.3593870897380986,0.3720146299462397,-0.1944796299376546,0.3190322509941436,0.468069919363354,0.1196187930429166,0.314072381457722,0.6570457417156885,0.2066073753799335,0.2334253845495982,0.2094023966549338,0.0014799557310975,0.0014440677330805,0.0014440677330805,5.682692908275296,-1.0788734628623886,-0.246482622847056,,,,0,0
turku,Turku,FI,1,False,353992.3099075798,0.409380920315791,1.6288645536905644,0.3846909166737047,0.5654063088386043,4.298749463231539,0.6690219930474459,0.410927231762648,0.1807153921648995,0.3601619289075292,0.5691353767249127,0.1570634917901245,0.4470870244497277,0.4860655956046408,0.3487758191591569,0.6500131216187459,0.4378688044904744,0.1150693718043215,0.0200100489636466,0.0052516121725275,5.548993827559744,-0.8760589610423228,-0.4906817130001947,0.2785938347094498,0.1449948947029216,ses_census_employment_share,1,0
stavanger,Stavanger,NO,1,False,331780.0447566076,0.2516921030514928,2.104604688707142,0.4980526517438363,0.4915591304891936,3.5794447743457467,0.2828486174448755,0.3646074604611644,-0.0064935212546426,0.2987029962755338,0.4344851884161391,0.1017552607096437,0.257484509087377,0.6327018503044128,0.2926932295079783,0.2213381212638,0.183166678119246,0.1806696381599379,0.0185390426835967,0.0055921027954269,5.520850261396867,-1.0309450808763572,-0.6124218737581149,0.4658792074704649,0.2409351061484522,ses_census_employment_share,1,0
aalborg,Aalborg,DK,1,False,309889.5738811132,0.4053902101451301,1.86803739988606,0.419502431185199,0.5409644209571368,3.582282095622845,0.4669729093195913,0.38553974731297,0.1214619897719377,0.3419777276756845,0.5196617837704554,0.12843067008694,0.3396550104413368,0.532097359394351,0.3496537606786512,0.5398905107041014,0.4407497129901181,0.1542140870290373,0.030888662231757,0.0030676899071915,5.491206964809561,-1.126013375201061,-0.6727075856077791,0.5402048830597168,0.2308692055091716,ses_census_employment_share,1,0
caserta,Caserta,IT,1,False,298402.45824548136,0.2827625017905575,1.329518966542682,0.2978771793117371,0.2278744291853136,1.4139771996428907,0.1773519264885187,0.3471137843551092,-0.0700027501264235,0.2718514100847382,0.3743823173232105,0.0793394354182457,0.1898336116083389,0.453847057326162,0.1462315510983399,0.3740002985756055,0.1696422060471814,0.0061681983693203,0.0,0.0,5.474802396542087,-1.582584211136248,-0.2301231074712364,-0.72340767225039,0.9484383705637464,ses_census_employment_share,0,0
vicenza,Vicenza,IT,1,False,280053.73811659793,0.2748993098875792,1.0803122878063816,0.3914283501632704,0.4106797214079281,3.0478436331838004,0.4710235489214524,0.3837819735267848,0.0192513712446577,0.3442921189112669,0.5252786410197481,0.1392467416070578,0.3864254285052743,0.5142579898050423,0.2684120023947342,0.4893802869429952,0.2052723389759969,0.0211170269176186,0.0,0.0,5.447241373943079,-1.0989245102675236,-0.8557339588830665,0.1549985302886358,0.2934723254227657,ses_census_employment_share,0,0
helsingborg,Helsingborg,SE,1,False,253346.478448309,0.4198347248314013,0.8954061777780155,0.2837219271971767,0.3865341448758182,2.7987680022218964,0.5126587176830995,0.3900410245354581,0.1028122176786414,0.365740549045877,0.5760299766825672,0.131986115618097,0.3560506293083849,0.3285695307065835,0.2429648011915221,0.9144910392012366,0.4875273779318064,0.005314949754078,0.0007317749409791,0.0006736106277219,5.403714871914251,-1.0871434856943538,-0.6433237884002305,0.3360733439338442,0.2352796814182018,ses_census_employment_share,0,0
jaen,Jaén,ES,1,False,249477.05138169572,0.2911789502956375,1.2428594209420174,0.5432222443669388,0.3848703348939028,2.5265838492162853,-0.018942765132787,0.3234441875758844,-0.1583519094730359,0.2327775961858159,0.3026578653736921,0.0891739773287631,0.2168923199556038,0.5964566470875194,0.2701345679502866,0.5499103534362211,0.2756539243971249,0.0130609831479129,0.0023929778395394,7.045213855376728e-05,5.397030602397587,-1.1705966154296263,-0.6175132956698643,-0.2454547308017141,0.7851268371638166,ses_census_employment_share,0,0
szeged,Szeged,HU,1,False,246224.4135133801,0.2809644917762919,0.8236382128042028,0.5330384429502603,0.5683837118757672,4.896575729796469,0.5829838606875368,0.3969495509638894,0.0353452689255069,0.3918395385075592,0.6142732683263309,0.1181128482747609,0.3151830199981595,0.6324460085585569,0.3767231913460037,0.3771004838902243,0.2649966267871695,0.041209067723851,0.0002278332589735,0.0,5.3913311116679745,-1.3175871622783144,-0.9169150347709142,0.0320917989736193,0.0906376602207195,ses_census_employment_share,0,0
apeldoorn,Apeldoorn,NL,1,False,242638.0797249293,0.3255998176335777,1.0244207459776573,0.4389075931828268,0.3409053200517476,2.549709318181393,0.3275342573849604,0.3713183004817257,-0.0980022731310791,0.3330714978615213,0.5006951572572429,0.1343102839380594,0.3625579883349064,0.589234534370876,0.2123029540185551,0.3168982588151601,0.2528448116439435,0.0014639312430902,0.0002878616957709,0.0002171314132306,5.384958960242901,-1.2598076636151865,-0.6290945801979562,0.4141425703347077,0.3092626067427522,ses_census_employment_share,0,0
cosenza,Cosenza,IT,1,False,239305.25733482,0.5050923761396429,1.2333211362688006,0.4067544860141147,0.4997680292013995,3.182283072881936,0.7001137348498627,0.4148625474312566,0.0930135431872848,0.3900876887827975,0.6409040024371763,0.1092189106127905,0.2812237916814976,0.4689801903547526,0.3388746981788715,0.670620959491437,0.560626539752476,0.0604765426151239,0.0054864110443046,6.67966020855889e-05,5.378952239801992,-1.057871390085113,-0.820998297291844,-0.4816088130341279,-0.6414463684138144,ses_census_employment_share,0,0
braila,Brăila,RO,1,False,235919.2282090388,0.4217269195775459,1.285146438142657,0.4338388436374191,0.6916953763042418,11.731801153465662,0.6258268225932738,0.4003020784584369,0.2578565326668227,0.3587243201386098,0.596510140499376,0.1866180177991831,0.5907992721033993,0.5755612485083871,0.4633731703147464,0.454040383933772,0.3947235622759068,0.1275279277957123,0.0434525163106538,0.0001080478045819,5.372763338786265,-1.446187556430636,-1.1141510803917896,-0.8774993557262171,-0.8704712675867106,ses_census_employment_share,1,0
amersfoort,Amersfoort,NL,1,False,234649.52697742777,0.2187541733231913,0.6369565545851148,0.4578034674848036,0.3501711224201959,2.6469121269542626,0.2591054149590087,0.3606419935386059,-0.1076323450646077,0.281639881778565,0.3944233209802785,0.1396227789206492,0.3797314405104527,0.5670165180848675,0.2218909137402148,0.2021048528388063,0.1234614591324965,0.0001014138845306,0.0,0.0,5.370419683068863,-1.4172502992977722,-1.076056148234568,0.2945126931383864,0.4969179428266451,ses_census_employment_share,0,0
