city,class,baseline,min,max
roma,HH,0.3412355804607956,0.328280585457293,0.3502308717445729
roma,HL,0.1587716530188984,0.1497705484125036,0.1717096425985994
roma,LH,0.1601984613608124,0.1512031700770352,0.173153456364315
roma,LL,0.3397943051594935,0.3268563155797926,0.3487954097658883
sittard_geleen,HH,0.2866523145912479,0.2797377298138365,0.3005680806532915
sittard_geleen,HL,0.2133220113226558,0.1995133352568919,0.2202021133963181
sittard_geleen,LH,0.2136539994516482,0.1997382333896046,0.2205685842290596
sittard_geleen,LL,0.286371674634448,0.2794915725607857,0.3001803507002119
sofia,HH,0.4094218009702529,0.3868025381726535,0.4127281064006177
sofia,HL,0.0905989776434257,0.0872911046565421,0.1131936596636544
sofia,LH,0.0923807286104088,0.0875766354116042,0.1149999914080082
sofia,LL,0.4075984927759125,0.3850038107556838,0.4124025859747171
stavanger,HH,0.2991891316419797,0.2921088867956348,0.3074732981415903
stavanger,HL,0.2007939790957411,0.1925261643801739,0.2079107993755568
stavanger,LH,0.187023425113142,0.1787392586135313,0.1941036699594868
stavanger,LL,0.3129934641491372,0.3058766438693215,0.3212612788647043
stockholm,HH,0.3882388177640747,0.3558642275248104,0.3989331786466747
stockholm,HL,0.1117866538610813,0.1010605381380971,0.1441414722247584
stockholm,LH,0.1115015504665715,0.1008071895839714,0.1438761407058358
stockholm,LL,0.3884729779082723,0.3561181595445952,0.3991990936312565
szeged,HH,0.3917526793696335,0.3794929936346898,0.3949102170354534
szeged,HL,0.1083016691114003,0.1050967740947267,0.1205100840434883
szeged,LH,0.1380020219802777,0.1348444843144577,0.1502617077152213
szeged,LL,0.3619436295386884,0.3497352146066004,0.365148524555362
talavera_de_la_reina,HH,0.4150198499624907,0.4065400499182229,0.4178924238676317
talavera_de_la_reina,HL,0.0851739361934634,0.0823944023510512,0.0932486584728089
talavera_de_la_reina,LH,0.1029590716101841,0.1000864977050431,0.1114388716544519
talavera_de_la_reina,LL,0.3968471422338617,0.3887724199545161,0.3996266760762739
tallinn,HH,0.3261492568286925,0.3136895355900778,0.3474850071000853
tallinn,HL,0.1738496559696699,0.1525058555918818,0.1863053235110872
tallinn,LH,0.1738961757272627,0.1525604254558698,0.1863558969658774
tallinn,LL,0.3261049114743748,0.3136492439329575,0.3474487118521629
toulon,HH,0.3256132337620719,0.3113525748558902,0.3493233151095549
toulon,HL,0.1743898177209354,0.1506489170246675,0.188635896824228
toulon,LH,0.1740722024340989,0.1503621210866159,0.1883328613402806
toulon,LL,0.3259247460828937,0.311678666979601,0.3496656467791615
turku,HH,0.3601619289075292,0.3580529049358655,0.366975704118715
turku,HL,0.139823721786879,0.1330058989263768,0.1419453191402014
turku,LH,0.1327893133371035,0.1259755381259177,0.1348983373087672
turku,LL,0.3672250359684882,0.3651034386151658,0.3740428588289904
vasteras,HH,0.3869932401434239,0.3466824718006729,0.4039090961143838
vasteras,HL,0.1130173744687139,0.0961270227934514,0.1533281634237903
vasteras,LH,0.1127563349453635,0.0958404789744035,0.1530671032881145
vasteras,LL,0.3872330504424986,0.3469222614874222,0.4041234021177611
vicenza,HH,0.3444779167194309,0.3183132459881199,0.3734450501053948
vicenza,HL,0.155526582781804,0.1264879936906651,0.1817622068393816
vicenza,LH,0.1554156533809215,0.1264485199949576,0.1815803241122326
vicenza,LL,0.3445798471178435,0.3183442230602659,0.3736184362089824
vilnius,HH,0.3578583860645686,0.3445753120330195,0.3647025512879777
vilnius,HL,0.1421469787861413,0.135301418107265,0.1554440069842972
vilnius,LH,0.1399106284037075,0.1330664631802985,0.1531937024352566
vilnius,LL,0.3600840067455824,0.3467869785474266,0.3669295674244587
warszawa,HH,0.3480804685636027,0.3438229724817952,0.3480804685636027
warszawa,HL,0.1519144784994467,0.1519144784994467,0.1561719745812542
warszawa,LH,0.1568455919356963,0.1536188903364187,0.158689382319098
warszawa,LL,0.3431594610012543,0.3413142543624081,0.3463861626005319
wroclaw,HH,0.338853494818921,0.3353303376518062,0.3439194664085421
wroclaw,HL,0.161120828336661,0.15605485674704,0.1646936531300674
wroclaw,LH,0.1611591000127429,0.154340374593047,0.165059635893818
wroclaw,LL,0.3388665768316749,0.3349660409505999,0.3456853022513709
zagreb,HH,0.393030830180065,0.3746489562405761,0.408894630059787
zagreb,HL,0.1069630319251018,0.0910885988488243,0.125362214474195
zagreb,LH,0.1065601329711197,0.0906963330913977,0.1249420069106087
zagreb,LL,0.3934460049237133,0.3750468223746201,0.4093204379999908
zilina,HH,0.3646981765985628,0.3569476864609668,0.3716072176162735
zilina,HL,0.1353039523353432,0.1283152047147147,0.1430741715913624
zilina,LH,0.140273919093521,0.1333648780758103,0.148024409231117
zilina,LL,0.3597239519725729,0.3519537327165536,0.3667126995932014
